F1,name,role,club,games-started,minutes-played,clean-sheets,goals-conceded,defensive-contribution,bonus,ict-index,saves,assists,penalties-saved,points,red-cards,own-goals,goals-scored,current-price,season_year
730,James McAtee,Midfielder,Man City,20,1815,2,65,0,0,106,0,4,0,77,0,0,3,5.5,2024
732,Diego Gómez Amarilla,Midfielder,Brighton,4,507,0,13,71,2,33.6,0,1,0,30,0,0,1,5,2025
733,John Stones,Defender,Man City,6,544,1,11,31,2,27.4,0,0,0,29,0,0,2,5.5,2025
734,John Stones,Defender,Man City,12,1061,5,9,0,3,38.7,0,0,0,53,0,0,1,5.5,2024
735,John Stones,Defender,Man City,21,1844,7,17,0,13,69.6,0,2,0,93,0,1,2,5.5,2023
736,Ollie Scarles,Defender,West Ham,7,659,2,9,54,2,18.6,0,0,0,29,0,0,0,4.5,2025
738,Evan Ferguson,Forward,Brighton,3,385,1,9,33,2,25,0,0,0,28,0,0,1,5.5,2025
739,Evan Ferguson,Forward,Brighton,15,1356,2,28,0,5,77.3,0,1,0,69,0,0,6,5.5,2024
740,Evan Ferguson,Forward,Brighton,10,942,6,12,0,8,79.9,0,2,0,65,0,0,6,5.5,2023
741,Ben Davies,Defender,Spurs,14,1329,3,26,127,0,43.7,0,0,0,28,0,0,0,4.5,2025
742,Ben Davies,Defender,Spurs,12,1085,1,21,0,0,50.3,0,2,0,34,0,0,1,4.5,2024
743,Ben Davies,Defender,Spurs,26,2284,9,33,0,3,89.9,0,3,0,99,0,0,2,4.5,2023
744,Reiss Nelson,Midfielder,Arsenal,5,483,1,9,45,2,55.1,0,1,0,27,0,0,1,5,2025
745,Reiss Nelson,Midfielder,Arsenal,1,256,1,1,0,0,16.9,0,0,0,16,0,0,0,5,2024
746,Reiss Nelson,Midfielder,Arsenal,0,202,1,3,0,5,48,0,3,0,42,0,0,3,5,2023
747,Axel Tuanzebe,Defender,Burnley,20,1710,1,38,118,0,40.1,0,1,0,27,1,1,0,4,2025
750,Michael Kayode,Defender,Brentford,6,523,2,5,41,0,24.2,0,1,0,27,0,0,0,4.5,2025
751,Kalvin Phillips,Midfielder,Man City,14,1231,1,30,163,0,33.8,0,0,0,27,1,0,0,5,2025
752,Kalvin Phillips,Midfielder,Man City,3,394,0,13,0,0,9.1,0,0,0,10,1,0,0,5,2024
753,Kalvin Phillips,Midfielder,Man City,2,291,1,3,0,0,12.7,0,0,0,14,0,0,0,5,2023
754,Alex Scott,Midfielder,Bournemouth,8,745,3,8,104,0,43.2,0,0,0,26,0,0,0,5,2025
755,Alex Scott,Midfielder,Bournemouth,11,1003,3,25,0,3,60.7,0,1,0,41,0,0,1,5,2024
756,Wesley Fofana,Defender,Chelsea,14,1172,2,13,88,2,31.9,0,0,0,26,0,0,0,4.5,2025
758,Wesley Fofana,Defender,Chelsea,14,1362,2,24,0,4,44.4,0,0,0,37,0,0,1,4.5,2023
759,Roméo Lavia,Midfielder,Chelsea,11,792,3,11,88,0,24.4,0,1,0,26,0,0,0,5,2025
760,Roméo Lavia,Midfielder,Chelsea,0,32,0,0,0,0,0.6,0,0,0,1,0,0,0,5,2024
761,Roméo Lavia,Midfielder,Chelsea,26,2219,4,50,0,0,64.5,0,1,0,57,0,0,1,5,2023
762,Nathan Aké,Defender,Man City,8,677,3,11,36,0,15.9,0,0,0,25,0,0,0,5.5,2025
763,Nathan Aké,Defender,Man City,24,2039,6,20,0,6,89.7,0,3,0,99,0,0,2,5.5,2024
764,Nathan Aké,Defender,Man City,22,1871,9,15,0,9,73.3,0,0,0,92,0,0,1,5.5,2023
765,Mason Mount,Midfielder,Man Utd,8,613,3,11,42,0,45.6,0,0,0,25,0,0,1,6,2025
766,Mason Mount,Midfielder,Man Utd,5,509,1,13,0,0,27.9,0,0,0,23,0,0,1,6,2024
767,Mason Mount,Midfielder,Man Utd,20,1644,8,21,0,8,117.2,0,4,0,82,0,0,3,6,2023
768,Radu Drăgușin,Defender,Spurs,14,1250,2,29,87,0,36.2,0,0,0,24,0,0,0,4.5,2025
769,Radu Drăgușin,Defender,Spurs,4,424,1,7,0,0,11,0,0,0,14,0,0,0,4.5,2024
770,Luis Sinisterra Lucumí,Midfielder,Bournemouth,1,229,0,4,32,2,42.3,0,1,0,23,0,0,1,5,2025
771,Luis Sinisterra Lucumí,Midfielder,Bournemouth,7,685,1,18,0,2,81.7,0,2,0,43,0,0,2,5,2024
772,Luis Sinisterra Lucumí,Midfielder,Bournemouth,13,863,0,23,0,6,70.6,0,0,0,53,1,0,5,5,2023
773,Romain Esse,Midfielder,Crystal Palace,1,138,0,3,20,3,16.4,0,2,0,22,0,0,1,5,2025
774,Tim Iroegbunam,Midfielder,Everton,5,562,0,16,111,0,19.6,0,1,0,22,0,0,0,5,2025
775,Tim Iroegbunam,Midfielder,Everton,1,157,0,7,0,0,2.1,0,0,0,10,0,0,0,5,2024
777,Leny Yoro,Defender,Man Utd,12,1160,1,24,93,0,31.8,0,0,0,22,0,0,0,4.5,2025
778,Endo Wataru,Midfielder,Liverpool,1,259,0,5,41,0,10,0,0,0,21,0,0,0,5,2025
779,Endo Wataru,Midfielder,Liverpool,20,1714,6,16,0,0,60.1,0,0,0,47,0,0,1,5,2024
780,Lewis Miley,Midfielder,Newcastle,1,304,0,4,38,1,16.7,0,0,0,21,0,0,1,4.5,2025
781,Lewis Miley,Midfielder,Newcastle,14,1203,1,29,0,1,56.7,0,3,0,44,0,0,1,4.5,2024
782,Lewis Miley,Midfielder,Newcastle,0,14,0,0,0,0,0,0,0,0,1,0,0,0,4.5,2023
783,Ibrahim Sangaré,Midfielder,Nott'm Forest,7,584,2,6,93,0,23.2,0,1,0,20,0,0,0,5,2025
784,Ibrahim Sangaré,Midfielder,Nott'm Forest,13,1031,4,16,0,0,32.5,0,0,0,25,0,0,0,5,2024
785,Ferdi Kadıoğlu,Defender,Brighton,5,385,2,8,37,0,24,0,0,0,19,0,0,1,4.5,2025
786,Cheick Doucouré,Midfielder,Crystal Palace,4,443,1,6,68,0,10.8,0,1,0,19,0,0,0,5,2025
787,Cheick Doucouré,Midfielder,Crystal Palace,11,920,3,12,0,0,34.2,0,0,0,21,0,0,0,5,2024
788,Cheick Doucouré,Midfielder,Crystal Palace,34,2770,7,41,0,3,99.8,0,3,0,74,1,0,0,5,2023
789,Mark Travers,Goalkeeper,Everton,5,450,1,5,0,1,14.6,20,0,0,19,0,0,0,4.5,2025
790,Mark Travers,Goalkeeper,Everton,4,360,2,5,0,2,9.3,13,0,0,19,0,0,0,4.5,2024
791,Mark Travers,Goalkeeper,Everton,11,1035,2,32,0,1,29.1,36,0,0,28,0,0,0,4.5,2023
792,William Osula,Forward,Newcastle,0,124,0,3,9,1,10.5,0,0,0,19,0,0,1,5.5,2025
793,William Osula,Forward,Newcastle,9,778,0,23,0,0,24.4,0,1,0,25,0,0,0,5.5,2024
795,Mikey Moore,Midfielder,Spurs,3,359,0,5,19,0,11,0,2,0,19,0,0,0,5,2025
796,Mikey Moore,Midfielder,Spurs,0,3,0,0,0,0,0.1,0,0,0,2,0,0,0,5,2024
797,Igor Julio dos Santos de Paulo,Defender,Brighton,10,959,1,17,61,0,24.9,0,0,0,18,0,0,0,4.5,2025
798,Igor Julio dos Santos de Paulo,Defender,Brighton,17,1631,2,26,0,1,45.8,0,0,0,37,0,0,0,4.5,2024
799,Filip Jörgensen,Goalkeeper,Chelsea,6,540,1,9,0,0,15.9,20,0,0,18,0,0,0,4.5,2025
800,Nathaniel Clyne,Defender,Crystal Palace,5,477,1,11,30,0,12.4,0,0,0,18,0,0,0,4,2025
801,Nathaniel Clyne,Defender,Crystal Palace,14,1335,5,16,0,0,27,0,1,0,52,0,0,0,4,2024
802,Nathaniel Clyne,Defender,Crystal Palace,19,1638,3,23,0,0,33.6,0,0,0,44,0,0,0,4,2023
803,Kiernan Dewsbury-Hall,Midfielder,Everton,2,257,0,3,26,1,12.6,0,1,0,18,0,0,0,5,2025
804,Kiernan Dewsbury-Hall,Midfielder,Everton,28,2305,7,41,0,5,123.7,0,3,0,82,1,0,2,5,2023
806,Patrick Dorgu,Defender,Man Utd,10,840,2,12,54,1,39.4,0,0,0,18,1,0,0,4.5,2025
807,Sven Botman,Defender,Newcastle,6,412,2,4,46,0,23.6,0,0,0,18,0,0,0,5,2025
808,Sven Botman,Defender,Newcastle,15,1375,3,29,0,4,55.5,0,2,0,51,0,1,2,5,2024
809,Sven Botman,Defender,Newcastle,35,3127,13,30,0,8,101,0,2,0,129,0,0,0,5,2023
810,James Hill,Defender,Bournemouth,6,443,1,9,55,0,16.6,0,1,0,17,0,0,0,4,2025
811,James Hill,Defender,Bournemouth,1,74,0,1,0,0,3.5,0,0,0,5,0,0,0,4,2024
813,Tyrique George,Midfielder,Chelsea,1,177,1,0,9,0,17.1,0,1,0,17,0,0,1,5,2025
815,Emil Krafth,Defender,Newcastle,2,334,1,2,26,0,9.3,0,0,0,17,0,0,0,4.5,2025
816,Emil Krafth,Defender,Newcastle,8,909,3,15,0,1,33.8,0,0,0,33,0,0,0,4.5,2024
817,Emil Krafth,Defender,Newcastle,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5,2023
818,Antonín Kinský,Goalkeeper,Spurs,6,540,1,11,0,0,21.7,24,0,0,17,0,0,0,4,2025
819,Kevin Danso,Defender,Spurs,9,842,1,18,97,0,34.9,0,0,0,16,0,0,0,4.5,2025
821,Nathan Patterson,Defender,Everton,3,342,0,6,18,0,15.5,0,1,0,14,0,0,0,4.5,2025
822,Nathan Patterson,Defender,Everton,9,1000,2,21,0,3,37.3,0,2,0,34,0,0,0,4.5,2024
823,Nathan Patterson,Defender,Everton,14,1274,2,22,0,0,45.3,0,0,0,31,0,0,0,4.5,2023
824,Joe Gomez,Defender,Liverpool,6,517,1,8,45,0,22.8,0,0,0,14,0,0,0,5,2025
825,Joe Gomez,Defender,Liverpool,17,1772,7,19,0,2,77.7,0,2,0,76,0,0,0,5,2024
826,Joe Gomez,Defender,Liverpool,15,1461,8,16,0,8,39.7,0,0,0,68,0,0,0,5,2023
827,Abdukodir Khusanov,Defender,Man City,6,503,2,6,40,0,14.1,0,0,0,14,0,1,0,5.5,2025
828,Kyle Walker,Defender,Burnley,9,966,0,21,35,0,33.5,0,0,0,13,0,0,0,4.5,2025
829,Kyle Walker,Defender,Burnley,30,2766,10,29,0,13,112.6,0,5,0,123,0,0,0,4.5,2024
830,Kyle Walker,Defender,Burnley,22,1953,7,20,0,0,47.7,0,0,0,69,0,0,0,4.5,2023
831,Julián Araujo Zúñiga,Defender,Bournemouth,7,492,0,10,32,0,9.2,0,0,0,12,0,0,0,4,2025
832,Luis Guilherme Lira dos Santos,Midfielder,West Ham,1,139,0,5,12,0,10.8,0,0,0,12,0,0,0,5,2025
833,Sam Johnstone,Goalkeeper,Wolves,7,630,0,17,0,0,20.4,23,0,0,12,0,0,0,4.5,2025
834,Sam Johnstone,Goalkeeper,Wolves,20,1796,6,27,0,7,32.2,41,0,0,68,0,0,0,4.5,2024
835,Sam Johnstone,Goalkeeper,Wolves,9,810,3,10,0,5,17.8,26,0,0,36,0,0,0,4.5,2023
836,Emiliano Buendía Stati,Midfielder,Aston Villa,0,89,0,2,16,0,5.2,0,0,0,11,0,0,0,5.5,2025
838,Emiliano Buendía Stati,Midfielder,Aston Villa,27,2404,11,34,0,8,158.5,0,3,0,117,0,0,5,5.5,2023
839,Philip Billing,Midfielder,Bournemouth,1,176,0,4,35,0,20.4,0,0,0,10,0,0,0,5,2025
840,Philip Billing,Midfielder,Bournemouth,13,1385,2,36,0,3,88.3,0,3,0,60,1,0,2,5,2024
841,Philip Billing,Midfielder,Bournemouth,34,2766,9,54,0,14,148.4,0,2,0,126,0,0,7,5,2023
842,Yunus Emre Konak,Midfielder,Brentford,0,53,0,2,6,0,1.2,0,0,0,10,0,0,0,4.5,2025
844,Josh King,Midfielder,Fulham,1,126,1,0,14,0,11.2,0,0,0,10,0,0,0,4.5,2025
846,Harrison Reed,Midfielder,Fulham,0,100,0,3,19,0,7.1,0,0,0,10,0,0,0,4.5,2025
847,Harrison Reed,Midfielder,Fulham,15,1317,6,23,0,0,47.2,0,2,0,47,0,0,0,4.5,2024
848,Harrison Reed,Midfielder,Fulham,35,2868,9,44,0,9,125.8,0,4,0,107,0,1,3,4.5,2023
849,Ayden Heaven,Defender,Man Utd,2,169,1,1,18,2,6.4,0,0,0,10,0,0,0,4,2025
850,Igor Thiago Nascimento Rodrigues,Forward,Brentford,1,167,0,4,22,0,5.8,0,0,0,9,0,0,0,6,2025
851,Jason Steele,Goalkeeper,Brighton,2,180,1,1,0,1,4.1,3,0,0,9,0,0,0,4.5,2025
852,Jason Steele,Goalkeeper,Brighton,17,1530,2,34,0,5,38.2,43,0,0,42,0,0,0,4.5,2024
853,Jason Steele,Goalkeeper,Brighton,15,1350,6,23,0,8,39.1,37,1,1,65,0,1,0,4.5,2023
854,Matheus França de Oliveira,Midfielder,Crystal Palace,0,52,0,0,8,0,11.5,0,0,0,9,0,0,1,4.5,2025
855,Matheus França de Oliveira,Midfielder,Crystal Palace,1,224,0,7,0,0,16.5,0,2,0,16,0,0,0,4.5,2024
856,Jorge Cuenca Barreno,Defender,Fulham,4,349,0,8,38,0,8.6,0,0,0,9,0,0,0,4.5,2025
857,Andy Irving,Midfielder,West Ham,1,161,0,4,24,0,8.1,0,0,0,9,0,0,0,4.5,2025
858,Daniel Bentley,Goalkeeper,Wolves,2,180,1,4,0,1,6,8,0,0,9,0,0,0,4,2025
859,Daniel Bentley,Goalkeeper,Wolves,3,382,2,7,0,1,7.1,8,0,0,18,0,0,0,4,2024
860,Daniel Bentley,Goalkeeper,Wolves,2,180,0,3,0,0,7,11,0,0,6,0,0,0,4,2023
861,Andrés García,Defender,Aston Villa,5,316,0,5,19,0,12,0,0,0,8,0,0,0,4,2025
862,Paris Maghoma,Midfielder,Brentford,0,112,0,1,13,0,5.4,0,0,0,8,0,0,0,4.5,2025
864,Altay Bayındır,Goalkeeper,Man Utd,4,360,1,10,0,0,7.9,8,0,0,8,0,0,0,5,2025
866,Antony dos Santos,Midfielder,Man Utd,0,135,0,2,19,0,15.8,0,0,0,8,0,0,0,6,2025
867,Antony dos Santos,Midfielder,Man Utd,15,1311,3,26,0,0,91.8,0,1,0,47,0,0,1,6,2024
868,Antony dos Santos,Midfielder,Man Utd,23,1803,12,21,0,4,137.1,0,2,0,82,0,0,4,6,2023
869,Norberto Murara Neto,Goalkeeper,Bournemouth,2,180,0,2,0,0,7.8,11,0,0,7,0,0,0,4.5,2025
870,Norberto Murara Neto,Goalkeeper,Bournemouth,32,2880,7,55,0,14,87.5,113,0,1,110,0,0,0,4.5,2024
871,Norberto Murara Neto,Goalkeeper,Bournemouth,27,2385,6,39,0,9,72.8,100,0,0,93,0,0,0,4.5,2023
872,Solly March,Midfielder,Brighton,1,161,0,3,16,0,10.1,0,0,0,7,0,0,0,6,2025
873,Solly March,Midfielder,Brighton,7,555,2,11,0,6,46.4,0,1,0,39,0,0,3,6,2024
874,Solly March,Midfielder,Brighton,31,2719,10,40,0,16,271.4,0,10,0,147,0,0,6,6,2023
875,Benoît Badiashile Mukinayi,Defender,Chelsea,3,332,0,5,29,0,7.9,0,0,0,7,0,0,0,4.5,2025
876,Benoît Badiashile Mukinayi,Defender,Chelsea,15,1337,3,31,0,4,47.5,0,1,0,35,0,1,0,4.5,2024
877,Benoît Badiashile Mukinayi,Defender,Chelsea,10,904,4,9,0,2,35.1,0,0,0,40,0,0,1,4.5,2023
878,Mykhailo Mudryk,Midfielder,Chelsea,1,145,0,2,13,0,8.5,0,0,0,7,0,0,0,5,2025
879,Mykhailo Mudryk,Midfielder,Chelsea,18,1564,7,28,0,5,122.4,0,5,0,94,0,0,5,5,2024
880,Mykhailo Mudryk,Midfielder,Chelsea,7,650,0,10,0,0,38.2,0,2,0,25,0,0,0,5,2023
881,Odsonne Édouard,Forward,Crystal Palace,1,141,0,3,10,0,8,0,0,0,7,0,0,0,5,2025
882,Odsonne Édouard,Forward,Crystal Palace,17,1545,6,24,0,9,128,0,0,0,79,0,0,7,5,2024
883,Odsonne Édouard,Forward,Crystal Palace,20,1788,5,25,0,5,113.2,0,2,0,82,0,0,5,5,2023
884,Federico Chiesa,Midfielder,Liverpool,1,103,0,3,8,0,6.7,0,0,0,7,0,0,0,6.5,2025
885,Chido Obi,Forward,Man Utd,1,160,0,5,12,0,5.4,0,0,0,7,0,0,0,4.5,2025
886,Lamare Bogarde,Defender,Aston Villa,5,473,0,11,30,0,13.3,0,0,0,6,0,0,0,4,2025
889,James Milner,Midfielder,Brighton,3,170,1,1,13,0,10.7,0,0,0,6,0,0,0,5,2025
890,James Milner,Midfielder,Brighton,11,770,4,12,0,0,46.8,0,2,0,28,0,0,0,5,2024
891,James Milner,Midfielder,Brighton,7,889,3,12,0,0,49.5,0,1,0,42,0,0,0,5,2023
892,Toby Collyer,Midfielder,Man Utd,0,174,0,2,35,0,7.9,0,0,0,6,0,0,0,4.5,2025
894,Willy Boly,Defender,Nott'm Forest,1,146,0,1,23,0,6.8,0,0,0,6,0,0,0,4,2025
895,Willy Boly,Defender,Nott'm Forest,18,1437,3,26,0,7,78.1,0,1,0,58,1,0,2,4,2024
896,Willy Boly,Defender,Nott'm Forest,9,684,3,10,0,7,21,0,1,0,37,0,0,0,4,2023
897,Dane Scarlett,Forward,Spurs,0,31,0,1,5,0,5.2,0,1,0,6,0,0,0,4.5,2025
898,Dane Scarlett,Forward,Spurs,0,19,0,0,0,0,0.8,0,0,0,4,0,0,0,4.5,2024
900,Séamus Coleman,Defender,Everton,3,214,0,4,14,0,7.1,0,0,0,5,0,0,0,4.5,2025
901,Séamus Coleman,Defender,Everton,7,661,4,10,0,3,16.5,0,0,0,30,0,1,0,4.5,2024
902,Séamus Coleman,Defender,Everton,20,1654,5,25,0,5,50.4,0,0,0,63,0,0,1,4.5,2023
903,Luke Shaw,Defender,Man Utd,4,346,0,5,14,0,12.7,0,0,0,5,0,1,0,4.5,2025
904,Luke Shaw,Defender,Man Utd,12,960,4,13,0,0,42.6,0,1,0,31,0,0,0,4.5,2024
905,Luke Shaw,Defender,Man Utd,30,2552,12,35,0,20,124.2,0,4,0,124,0,0,1,4.5,2023
906,Ben Winterburn,Midfielder,Bournemouth,0,22,0,0,4,0,0.4,0,0,0,4,0,0,0,4.5,2025
907,Rico Henry,Defender,Brentford,0,94,0,3,6,0,1.7,0,0,0,4,0,0,0,4.5,2025
908,Rico Henry,Defender,Brentford,5,401,1,5,0,0,15.7,0,1,0,13,0,0,0,4.5,2024
909,Rico Henry,Defender,Brentford,37,3240,11,46,0,4,107,0,3,0,112,0,0,0,4.5,2023
910,Josh Acheampong,Defender,Chelsea,2,168,0,3,4,0,2.9,0,0,0,4,0,0,0,4,2025
911,Josh Acheampong,Defender,Chelsea,0,5,0,0,0,0,1.5,0,0,0,1,0,0,0,4,2024
912,Harry Amass,Defender,Man Utd,4,345,0,9,18,0,8.2,0,0,0,4,0,0,0,4,2025
914,Julio Soler Barreto,Defender,Bournemouth,0,9,0,1,1,0,0.4,0,0,0,3,0,0,0,4,2025
915,Kim Ji-soo,Defender,Brentford,0,28,0,0,2,0,0.6,0,0,0,3,0,0,0,4,2025
917,Gustavo Nunes Fernandes Gomes,Midfielder,Brentford,0,11,0,2,5,0,1.2,0,0,0,3,0,0,0,5,2025
918,Youssef Ramalho Chermiti,Forward,Everton,0,42,0,0,0,0,3,0,0,0,3,0,0,0,5,2025
919,Youssef Ramalho Chermiti,Forward,Everton,1,196,1,4,0,0,14.9,0,0,0,16,0,0,0,5,2024
920,Rodrigo 'Rodri' Hernandez Cascante,Midfielder,Man City,1,72,0,1,11,0,3,0,0,0,3,0,0,0,6.5,2025
921,Rodrigo 'Rodri' Hernandez Cascante,Midfielder,Man City,34,2931,14,26,0,19,242.3,0,10,0,159,1,0,8,6.5,2024
922,Rodrigo 'Rodri' Hernandez Cascante,Midfielder,Man City,34,2911,11,26,0,7,176.9,0,6,0,108,0,0,2,6.5,2023
923,Oscar Bobb,Midfielder,Man City,0,14,0,1,2,0,1.6,0,0,0,3,0,0,0,5.5,2025
924,Oscar Bobb,Midfielder,Man City,2,294,1,5,0,2,36,0,2,0,30,0,0,1,5.5,2024
925,Marc Guiu Paz,Forward,Sunderland,0,71,0,2,3,0,2.2,0,0,0,3,0,0,0,4.5,2025
926,Will Lankshear,Forward,Spurs,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4.5,2025
927,Yerson Mosquera Valdelamar,Defender,Wolves,5,441,0,12,45,0,16,0,0,0,3,0,0,0,4.5,2025
930,Hákon Rafn Valdimarsson,Goalkeeper,Brentford,1,144,0,2,0,0,2.1,3,0,0,2,0,0,0,4,2025
932,Frank Onyeka,Midfielder,Brentford,0,23,0,0,2,0,0,0,0,0,2,0,0,0,5,2025
933,Frank Onyeka,Midfielder,Brentford,11,1147,1,27,0,0,62.6,0,2,0,39,0,0,1,5,2024
934,Frank Onyeka,Midfielder,Brentford,8,837,3,11,0,0,34.2,0,3,0,38,0,0,0,5,2023
935,Caleb Kporha,Defender,Crystal Palace,0,11,0,1,3,0,1.3,0,0,0,2,0,0,0,4,2025
936,Asher Agbinone,Midfielder,Crystal Palace,0,4,0,0,2,0,1.5,0,0,0,2,0,0,0,4.5,2025
937,Harrison Armstrong,Midfielder,Everton,0,47,0,1,3,0,2.2,0,0,0,2,0,0,0,4.5,2025
938,Martial Godo,Midfielder,Fulham,0,21,0,0,2,0,3,0,0,0,2,0,0,0,4.5,2025
940,Tyler Fredricson,Defender,Man Utd,2,166,0,5,17,0,4.4,0,0,0,2,0,0,0,4,2025
941,Tyrell Malacia,Defender,Man Utd,2,99,0,1,4,0,1.7,0,0,0,2,0,0,0,4,2025
943,Tyrell Malacia,Defender,Man Utd,14,1391,7,14,0,8,45.3,0,0,0,62,0,0,0,4,2023
944,Matt Targett,Defender,Newcastle,0,20,0,0,1,0,1,0,0,0,2,0,0,0,4,2025
945,Matt Targett,Defender,Newcastle,1,77,0,4,0,0,2.2,0,0,0,2,0,0,0,4,2024
946,Matt Targett,Defender,Newcastle,6,600,3,6,0,2,26.3,0,0,0,35,0,0,0,4,2023
947,Eric da Silva Moreira,Midfielder,Nott'm Forest,0,28,0,0,5,0,0.6,0,0,0,2,0,0,0,4.5,2025
948,Lewis Orford,Midfielder,West Ham,0,47,0,1,8,0,4,0,0,0,2,0,0,0,4.5,2025
950,Pedro Cardoso de Lima,Defender,Wolves,1,69,0,2,7,0,6.9,0,0,0,2,0,0,0,4,2025
951,Zain Silcott-Duberry,Midfielder,Bournemouth,0,1,0,0,1,0,0.3,0,0,0,1,0,0,0,4.5,2025
952,Jayden Meghoma,Defender,Brentford,0,4,0,0,0,0,0.1,0,0,0,1,0,0,0,4,2025
953,Ryan Trevitt,Midfielder,Brentford,0,3,0,0,3,0,0.3,0,0,0,1,0,0,0,4.5,2025
956,Eiran Cashin,Defender,Brighton,0,19,0,2,2,0,0.7,0,0,0,1,0,0,0,4,2025
957,Jeremy Sarmiento Morante,Midfielder,Brighton,0,8,0,0,1,0,0.1,0,0,0,1,0,0,0,5,2025
959,Jeremy Sarmiento Morante,Midfielder,Brighton,1,168,1,2,0,0,12.9,0,2,0,16,0,0,0,5,2023
960,Chadi Riad Dnanou,Defender,Crystal Palace,1,90,0,2,7,0,2,0,0,0,1,0,0,0,4,2025
961,Jayden Danns,Forward,Liverpool,0,10,0,1,0,0,0,0,0,0,1,0,0,0,4.5,2025
962,Jayden Danns,Forward,Liverpool,0,7,0,0,0,0,0.2,0,0,0,1,0,0,0,4.5,2024
963,Vitor de Oliveira Nunes dos Reis,Defender,Man City,0,1,0,0,1,0,0.3,0,0,0,1,0,0,0,5,2025
964,Claudio Echeverri,Midfielder,Man City,0,5,0,0,2,0,0.3,0,0,0,1,0,0,0,5.5,2025
965,Brandon Austin,Goalkeeper,Spurs,1,90,0,2,0,0,2,2,0,0,1,0,0,0,4,2025
968,Kaelan Casey,Defender,West Ham,0,1,0,0,1,0,0.2,0,0,0,1,0,0,0,4,2025
969,Kaelan Casey,Defender,West Ham,0,1,0,0,0,0,0.2,0,0,0,1,0,0,0,4,2024
971,Maxwel Cornet,Midfielder,West Ham,1,71,0,4,9,0,2.2,0,0,0,1,0,0,0,5,2025
972,Maxwel Cornet,Midfielder,West Ham,1,109,0,3,0,0,14.6,0,0,0,13,0,0,1,5,2024
973,Maxwel Cornet,Midfielder,West Ham,2,232,0,5,0,0,12.5,0,0,0,14,0,0,0,5,2023
974,Tom King,Goalkeeper,Wolves,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2025
976,Alfie Pond,Defender,Wolves,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2025
977,Boubacar Traoré,Midfielder,Wolves,0,1,0,0,2,0,0.4,0,0,0,1,0,0,0,5,2025
978,Boubacar Traoré,Midfielder,Wolves,7,802,0,23,0,0,25.2,0,0,0,25,0,0,0,5,2024
979,Boubacar Traoré,Midfielder,Wolves,4,405,0,9,0,0,7.9,0,1,0,14,0,0,0,5,2023
988,Fábio Ferreira Vieira,Midfielder,Arsenal,2,290,1,2,0,0,25.5,0,3,0,24,1,0,1,5.5,2024
989,Fábio Ferreira Vieira,Midfielder,Arsenal,3,500,2,5,0,2,41.5,0,2,0,40,0,0,1,5.5,2023
991,Albert Sambi Lokonga,Midfielder,Arsenal,16,1304,2,31,0,4,49.9,0,3,0,47,0,0,1,4.5,2024
992,Albert Sambi Lokonga,Midfielder,Arsenal,8,728,2,8,0,0,17.6,0,0,0,23,0,0,0,4.5,2023
1005,Lewis Dobbin,Midfielder,Aston Villa,1,226,1,3,0,0,17.7,0,0,0,18,0,0,1,5,2024
1009,Leander Dendoncker,Midfielder,Aston Villa,1,118,0,3,0,3,10,0,1,0,20,0,0,1,4.5,2024
1010,Leander Dendoncker,Midfielder,Aston Villa,9,897,4,14,0,0,30.6,0,0,0,37,0,0,0,4.5,2023
1015,Connor Roberts,Defender,Burnley,8,817,0,23,0,0,25.7,0,1,0,12,1,0,0,4.5,2024
1018,Hannes Delcroix,Defender,Burnley,5,584,0,25,0,0,20.9,0,0,0,7,0,0,0,4,2024
1021,Hjalmar Ekdal,Defender,Burnley,5,436,1,8,0,3,10.7,0,0,0,15,0,0,0,4,2024
1022,Maxime Estève,Defender,Burnley,15,1310,0,28,0,0,29.9,0,0,0,15,0,0,0,4,2024
1025,Jordan Beyer,Defender,Burnley,15,1234,2,23,0,4,41.3,0,1,0,30,0,0,0,4,2024
1027,Joe Worrall,Defender,Burnley,5,438,1,9,0,3,13,0,0,0,13,1,0,0,4,2024
1028,Joe Worrall,Defender,Burnley,21,2215,5,44,0,2,67.5,0,0,0,61,0,0,1,4,2023
1030,Jaidon Anthony,Midfielder,Burnley,2,151,0,5,0,0,3,0,0,0,3,0,0,0,5.5,2024
1031,Jaidon Anthony,Midfielder,Burnley,11,1241,2,29,0,4,78.1,0,1,0,61,0,0,3,5.5,2023
1032,Manuel Benson Hedilazio,Midfielder,Burnley,1,110,0,5,0,0,7.5,0,0,0,8,0,0,0,5.5,2024
1033,Jacob Bruun Larsen,Midfielder,Burnley,16,1235,3,23,0,7,119.5,0,0,0,82,0,0,6,5.5,2024
1036,Josh Cullen,Midfielder,Burnley,23,2055,0,48,0,5,98.9,0,4,0,65,0,0,2,5,2024
1040,Hannibal Mejbri,Midfielder,Burnley,1,131,1,1,0,0,9,0,0,0,11,0,0,1,5,2024
1042,Luca Koleosho,Midfielder,Burnley,13,972,3,23,0,0,44.5,0,2,0,40,0,0,1,5,2024
1043,Aaron Ramsey,Midfielder,Burnley,5,522,0,17,0,0,12.7,0,0,0,18,0,0,0,4.5,2024
